"893","getih","darah"
"894","getir","rasa antara pahit menusuk"
"895","getun","menyesal"
"896","gila","jijik"
"897","gilig","tidak pipih"
"898","ginanjar","diberi hadiah atau ganjaran"
"899","giris","ngeri"
"900","githok","belakang leher"
"901","glangsaran","jatuh terkapar"
"902","glathik","burung gelatik"
"903","glenik","bujuk"
"904","glethak","terletak"
"905","glindhing","menggelinding atau bergulir"
"906","gludhug","guruh"
"907","glundhung","menggelinding atau terguling"
"908","gobang","uang logam"
"909","gocik","berpegang"
"910","godhag","mampu berbuat"
"911","godhog","rebus"
"912","godhong","daun"
"913","gogor","anak harimau"
"914","gombak","surai kuda"
"915","gombal","kain usang"
"916","gondhal-gandhul","berayun-ayun untuk benda yang tergantung"
"917","gondhangen","bengkak setelah dikhitan"
"918","gondhelan","berpegang"
"919","gondhok","bengkak pada kelenjar di leher"
"920","gondhol","bawa lari atau gonggong"
"921","gondhong","bengkak pada leher"
"922","gori","nangka muda"
"923","gosong","hangus"
"924","gothot","berotot"
"925","gotong","angkat"
"926","gowang","berlubang pada tepi misalnya gigi maupun pisau"
"927","grabah","perlengkapan rumah dari tanah liat"
"928","gragal","kerikil besar"
"929","gragapan","dalam keadaan belum sepenuhnya terjaga dari tidur"
"930","grahana","gerhana"
"931","grana","hidung"
"932","grapyak","ramah"
"933","grenengan","berbicara dengan suara rendah"
"934","grisik","mencari di antara sisa-sisa"
"935","gringgingen","kesemutan"
"936","gringsing","jenis kain atau tenunan"
"937","griya","rumah"
"938","grudhal","kotoran gigi"
"939","grudug","pergi atau datang dalam jumlah besar"
"940","gruwung","berlubang"
"941","gudheg","masakan terbuat dari nangka muda"
"942","gudig","kudis"
"943","gudir","agar-agar"
"944","gugah","bangunkan"
"945","gugu","percaya"
"946","gugur","mati di medan perang"
"947","guling","guling"
"948","gulu","leher"
"949","gulung","gulung"
"950","gumpil","runtuh misalnya tanah"
"951","gumuk","bukit kecil"
"952","gumyak","ramai atau ceria"
"953","gundhul","tidak berambut"
"954","gundhul","kepala"
"955","gurah","nama tanaman"
"956","gurah","membersihkan saluran pernafasan menggunakan getah tanaman gurah"
"957","gusah","halau"
"958","guwa","gua"
"959","guyon","gurau"
"960","guyub","rukun damai"
"961","gya","segera"
"962","hara","coba"
"963","hastha","delapan"
"964","hayo","hayo"
"965","iba","betapa"
"966","iber","terbang"
"967","ibu","ibu"
"968","ical","hilang"
"969","idep","bulu mata"
"970","ider","berjualan berkeliling"
"971","idhep-idhep","sekalian atau hitung-hitung"
"972","idhi","izin"
"973","idu","ludah"
"974","iga","tulang belikat"
"975","iguh","upaya atau cara"
"976","ijem","hijau"
"977","ijir","berhitung"
"978","ijo","hijau"
"979","ijol","tukar"
"980","iket","ikat kepala"
"981","iki","ini"
"982","iku","itu"
"983","ila-ila","kepercayaan atau pantangan"
"984","ilat","lidah"
"985","iler","air liur"
"986","iler","liur"
"987","ili","aliran bisa air atau darah"
"988","imbal","berselang-seling atau saling"
"989","imbu","peram"
"990","imbuh","tambah atau bonus"
"991","iming-iming","hadiah yang dijanjikan"
"992","impian","mimpi atau impian"
"993","ina","hina"
"994","ing","di"
"995","inger","geser dengan sedikit mengubah arah"
"996","ingklik","bunga singkong"
"997","ingklik","cepat-cepat berlalu atau berjalan cepat"
"998","ingkung","ayam panggang utuh"
"999","ingon-ingon","hewan peliharaan"
"1000","ingsun","saya"
"1001","ingu","hewan pemeliharaan"
